-90.3301229738	-55.0042271767	16.0
-89.9582046266	-55.0042271767	16.0
-89.5862862795	-55.0042271767	16.0
-89.2143679323	-55.0042271767	16.0
-88.8424495851	-55.0042271767	16.0
-88.470531238	-55.0042271767	16.0
-88.0986128908	-55.0042271767	22.6
-87.7266945437	-55.0042271767	57.0
-87.3547761965	-55.0042271767	60.4
-86.9828578493	-55.0042271767	64.0
-86.6109395022	-55.0042271767	67.8
-86.239021155	-55.0042271767	64.0
-85.8671028078	-55.0042271767	60.4
-85.4951844607	-55.0042271767	53.8
-85.1232661135	-55.0042271767	50.8
-84.7513477664	-55.0042271767	24.0
-84.3794294192	-55.0042271767	24.0
-84.007511072	-55.0042271767	24.0
-83.6355927249	-55.0042271767	24.0
-83.2636743777	-55.0042271767	24.0
-82.8917560305	-55.0042271767	24.0
-82.5198376834	-55.0042271767	24.0
-82.1479193362	-55.0042271767	22.6
-81.7760009891	-55.0042271767	21.4
-81.4040826419	-55.0042271767	16.0
-81.0321642947	-55.0042271767	16.0
-80.6602459476	-55.0042271767	22.6
-80.2883276004	-55.0042271767	21.4
-79.9164092532	-55.0042271767	21.4
-79.5444909061	-55.0042271767	24.0
-79.1725725589	-55.0042271767	24.0
-78.8006542118	-55.0042271767	53.8
-78.4287358646	-55.0042271767	53.8
-78.0568175174	-55.0042271767	47.9
-77.6848991703	-55.0042271767	45.3
-77.3129808231	-55.0042271767	40.3
-76.941062476	-55.0042271767	38.1
-76.5691441288	-55.0042271767	35.9
-76.1972257816	-55.0042271767	30.2
-75.8253074345	-55.0042271767	28.5
-75.4533890873	-55.0042271767	30.2
-75.0814707401	-55.0042271767	30.2
-74.709552393	-55.0042271767	32.0
-74.3376340458	-55.0042271767	33.9
-73.9657156987	-55.0042271767	33.9
-73.5937973515	-55.0042271767	24.0
-73.2218790043	-55.0042271767	38.1
-72.8499606572	-55.0042271767	40.3
-72.47804231	-55.0042271767	42.7
-72.1061239628	-55.0042271767	45.3
-71.7342056157	-55.0042271767	47.9
-71.3622872685	-55.0042271767	50.8
-70.9903689214	-55.0042271767	50.8
-70.6184505742	-55.0042271767	53.8
-70.246532227	-55.0042271767	53.8
-69.8746138799	-55.0042271767	57.0
-69.5026955327	-55.0042271767	57.0
-69.1307771855	-55.0042271767	57.0
-68.7588588384	-55.0042271767	57.0
-68.3869404912	-55.0042271767	53.8
-68.0150221441	-55.0042271767	50.8
-67.6431037969	-55.0042271767	50.8
-67.2711854497	-55.0042271767	24.0
-66.8992671026	-55.0042271767	24.0
-66.5273487554	-55.0042271767	24.0
-66.1554304083	-55.0042271767	24.0
-65.7835120611	-55.0042271767	24.0
-65.4115937139	-55.0042271767	24.0
-65.0396753668	-55.0042271767	22.6
-64.6677570196	-55.0042271767	22.6
-64.2958386724	-55.0042271767	24.0
-63.9239203253	-55.0042271767	24.0
-63.5520019781	-55.0042271767	25.4
-63.180083631	-55.0042271767	24.0
-62.8081652838	-55.0042271767	24.0
-62.4362469366	-55.0042271767	33.9
-62.0643285895	-55.0042271767	33.9
-61.6924102423	-55.0042271767	35.9
-61.3204918951	-55.0042271767	38.1
-60.948573548	-55.0042271767	40.3
-60.5766552008	-55.0042271767	42.7
-60.2047368537	-55.0042271767	42.7
-59.8328185065	-55.0042271767	42.7
-59.4609001593	-55.0042271767	45.3
-59.0889818122	-55.0042271767	45.3
-58.717063465	-55.0042271767	47.9
-58.3451451178	-55.0042271767	47.9
-57.9732267707	-55.0042271767	47.9
-57.6013084235	-55.0042271767	45.3
-57.2293900764	-55.0042271767	45.3
-56.8574717292	-55.0042271767	45.3
-56.485553382	-55.0042271767	45.3
-56.1136350349	-55.0042271767	40.3
-55.7417166877	-55.0042271767	25.4
-55.3697983406	-55.0042271767	25.4
-54.9978799934	-55.0042271767	25.4
-54.6259616462	-55.0042271767	25.4
-54.2540432991	-55.0042271767	25.4
-53.8821249519	-55.0042271767	42.7
-53.5102066047	-55.0042271767	40.3
-53.1382882576	-55.0042271767	25.4
-52.7663699104	-55.0042271767	25.4
-52.3944515633	-55.0042271767	17.0
-52.0225332161	-55.0042271767	25.4
-51.6506148689	-55.0042271767	25.4
-51.2786965218	-55.0042271767	25.4
-50.9067781746	-55.0042271767	25.4
-50.5348598274	-55.0042271767	24.0
-50.1629414803	-55.0042271767	24.0
-49.7910231331	-55.0042271767	25.4
-49.419104786	-55.0042271767	25.4
-49.0471864388	-55.0042271767	25.4
-48.6752680916	-55.0042271767	42.7
-48.3033497445	-55.0042271767	47.9
-47.9314313973	-55.0042271767	47.9
-47.5595130501	-55.0042271767	50.8
-47.187594703	-55.0042271767	47.9
-46.8156763558	-55.0042271767	45.3
-46.4437580087	-55.0042271767	45.3
-46.0718396615	-55.0042271767	45.3
-45.6999213143	-55.0042271767	45.3
-45.3280029672	-55.0042271767	45.3
-44.95608462	-55.0042271767	47.9
-44.5841662729	-55.0042271767	47.9
-44.2122479257	-55.0042271767	25.4
-43.8403295785	-55.0042271767	25.4
-43.4684112314	-55.0042271767	45.3
-43.0964928842	-55.0042271767	45.3
-42.724574537	-55.0042271767	47.9
-42.3526561899	-55.0042271767	47.9
-41.9807378427	-55.0042271767	50.8
-41.6088194956	-55.0042271767	50.8
-41.2369011484	-55.0042271767	50.8
-40.8649828012	-55.0042271767	50.8
-40.4930644541	-55.0042271767	50.8
-40.1211461069	-55.0042271767	53.8
-39.7492277597	-55.0042271767	53.8
-39.3773094126	-55.0042271767	57.0
-39.0053910654	-55.0042271767	57.0
-38.6334727183	-55.0042271767	57.0
-38.2615543711	-55.0042271767	53.8
-37.8896360239	-55.0042271767	53.8
-37.5177176768	-55.0042271767	53.8
-37.1457993296	-55.0042271767	53.8
-36.7738809825	-55.0042271767	53.8
-36.4019626353	-55.0042271767	53.8
-36.0300442881	-55.0042271767	53.8
-35.658125941	-55.0042271767	53.8
-35.2862075938	-55.0042271767	53.8
-34.9142892466	-55.0042271767	57.0
-34.5423708995	-55.0042271767	57.0
-34.1704525523	-55.0042271767	60.4
-33.7985342052	-55.0042271767	60.4
-33.426615858	-55.0042271767	64.0
-33.0546975108	-55.0042271767	64.0
-32.6827791637	-55.0042271767	67.8
-32.3108608165	-55.0042271767	76.1
-31.9389424693	-55.0042271767	80.6
-31.5670241222	-55.0042271767	90.5
-31.195105775	-55.0042271767	101.6
-30.8231874279	-55.0042271767	107.6
-30.4512690807	-55.0042271767	114.0
-30.0793507335	-55.0042271767	114.0
-29.7074323864	-55.0042271767	114.0
-90.3301229738	-54.7898805255	16.0
-89.9582046266	-54.7898805255	16.0
-89.5862862795	-54.7898805255	16.0
-89.2143679323	-54.7898805255	16.0
-88.8424495851	-54.7898805255	16.0
-88.470531238	-54.7898805255	16.0
-88.0986128908	-54.7898805255	25.4
-87.7266945437	-54.7898805255	24.0
-87.3547761965	-54.7898805255	60.4
-86.9828578493	-54.7898805255	60.4
-86.6109395022	-54.7898805255	64.0
-86.239021155	-54.7898805255	60.4
-85.8671028078	-54.7898805255	57.0
-85.4951844607	-54.7898805255	53.8
-85.1232661135	-54.7898805255	50.8
-84.7513477664	-54.7898805255	24.0
-84.3794294192	-54.7898805255	24.0
-84.007511072	-54.7898805255	24.0
-83.6355927249	-54.7898805255	24.0
-83.2636743777	-54.7898805255	24.0
-82.8917560305	-54.7898805255	24.0
-82.5198376834	-54.7898805255	24.0
-82.1479193362	-54.7898805255	24.0
-81.7760009891	-54.7898805255	22.6
-81.4040826419	-54.7898805255	22.6
-81.0321642947	-54.7898805255	24.0
-80.6602459476	-54.7898805255	24.0
-80.2883276004	-54.7898805255	24.0
-79.9164092532	-54.7898805255	24.0
-79.5444909061	-54.7898805255	24.0
-79.1725725589	-54.7898805255	57.0
-78.8006542118	-54.7898805255	53.8
-78.4287358646	-54.7898805255	47.9
-78.0568175174	-54.7898805255	45.3
-77.6848991703	-54.7898805255	25.4
-77.3129808231	-54.7898805255	28.5
-76.941062476	-54.7898805255	35.9
-76.5691441288	-54.7898805255	32.0
-76.1972257816	-54.7898805255	28.5
-75.8253074345	-54.7898805255	30.2
-75.4533890873	-54.7898805255	30.2
-75.0814707401	-54.7898805255	32.0
-74.709552393	-54.7898805255	33.9
-74.3376340458	-54.7898805255	35.9
-73.9657156987	-54.7898805255	35.9
-73.5937973515	-54.7898805255	40.3
-73.2218790043	-54.7898805255	42.7
-72.8499606572	-54.7898805255	42.7
-72.47804231	-54.7898805255	45.3
-72.1061239628	-54.7898805255	47.9
-71.7342056157	-54.7898805255	50.8
-71.3622872685	-54.7898805255	50.8
-70.9903689214	-54.7898805255	53.8
-70.6184505742	-54.7898805255	53.8
-70.246532227	-54.7898805255	57.0
-69.8746138799	-54.7898805255	57.0
-69.5026955327	-54.7898805255	60.4
-69.1307771855	-54.7898805255	60.4
-68.7588588384	-54.7898805255	60.4
-68.3869404912	-54.7898805255	57.0
-68.0150221441	-54.7898805255	53.8
-67.6431037969	-54.7898805255	50.8
-67.2711854497	-54.7898805255	47.9
-66.8992671026	-54.7898805255	24.0
-66.5273487554	-54.7898805255	24.0
-66.1554304083	-54.7898805255	24.0
-65.7835120611	-54.7898805255	28.5
-65.4115937139	-54.7898805255	26.9
-65.0396753668	-54.7898805255	22.6
-64.6677570196	-54.7898805255	22.6
-64.2958386724	-54.7898805255	22.6
-63.9239203253	-54.7898805255	24.0
-63.5520019781	-54.7898805255	25.4
-63.180083631	-54.7898805255	24.0
-62.8081652838	-54.7898805255	24.0
-62.4362469366	-54.7898805255	33.9
-62.0643285895	-54.7898805255	33.9
-61.6924102423	-54.7898805255	35.9
-61.3204918951	-54.7898805255	38.1
-60.948573548	-54.7898805255	38.1
-60.5766552008	-54.7898805255	40.3
-60.2047368537	-54.7898805255	42.7
-59.8328185065	-54.7898805255	42.7
-59.4609001593	-54.7898805255	45.3
-59.0889818122	-54.7898805255	45.3
-58.717063465	-54.7898805255	47.9
-58.3451451178	-54.7898805255	50.8
-57.9732267707	-54.7898805255	47.9
-57.6013084235	-54.7898805255	45.3
-57.2293900764	-54.7898805255	45.3
-56.8574717292	-54.7898805255	47.9
-56.485553382	-54.7898805255	45.3
-56.1136350349	-54.7898805255	25.4
-55.7417166877	-54.7898805255	25.4
-55.3697983406	-54.7898805255	25.4
-54.9978799934	-54.7898805255	25.4
-54.6259616462	-54.7898805255	25.4
-54.2540432991	-54.7898805255	25.4
-53.8821249519	-54.7898805255	45.3
-53.5102066047	-54.7898805255	42.7
-53.1382882576	-54.7898805255	25.4
-52.7663699104	-54.7898805255	25.4
-52.3944515633	-54.7898805255	25.4
-52.0225332161	-54.7898805255	25.4
-51.6506148689	-54.7898805255	25.4
-51.2786965218	-54.7898805255	25.4
-50.9067781746	-54.7898805255	25.4
-50.5348598274	-54.7898805255	25.4
-50.1629414803	-54.7898805255	25.4
-49.7910231331	-54.7898805255	25.4
-49.419104786	-54.7898805255	25.4
-49.0471864388	-54.7898805255	25.4
-48.6752680916	-54.7898805255	38.1
-48.3033497445	-54.7898805255	45.3
-47.9314313973	-54.7898805255	47.9
-47.5595130501	-54.7898805255	47.9
-47.187594703	-54.7898805255	47.9
-46.8156763558	-54.7898805255	47.9
-46.4437580087	-54.7898805255	47.9
-46.0718396615	-54.7898805255	47.9
-45.6999213143	-54.7898805255	45.3
-45.3280029672	-54.7898805255	45.3
-44.95608462	-54.7898805255	25.4
-44.5841662729	-54.7898805255	25.4
-44.2122479257	-54.7898805255	25.4
-43.8403295785	-54.7898805255	24.0
-43.4684112314	-54.7898805255	24.0
-43.0964928842	-54.7898805255	45.3
-42.724574537	-54.7898805255	47.9
-42.3526561899	-54.7898805255	50.8
-41.9807378427	-54.7898805255	50.8
-41.6088194956	-54.7898805255	53.8
-41.2369011484	-54.7898805255	53.8
-40.8649828012	-54.7898805255	53.8
-40.4930644541	-54.7898805255	53.8
-40.1211461069	-54.7898805255	57.0
-39.7492277597	-54.7898805255	57.0
-39.3773094126	-54.7898805255	60.4
-39.0053910654	-54.7898805255	60.4
-38.6334727183	-54.7898805255	57.0
-38.2615543711	-54.7898805255	57.0
-37.8896360239	-54.7898805255	57.0
-37.5177176768	-54.7898805255	57.0
-37.1457993296	-54.7898805255	57.0
-36.7738809825	-54.7898805255	57.0
-36.4019626353	-54.7898805255	53.8
-36.0300442881	-54.7898805255	53.8
-35.658125941	-54.7898805255	53.8
-35.2862075938	-54.7898805255	53.8
-34.9142892466	-54.7898805255	53.8
-34.5423708995	-54.7898805255	57.0
-34.1704525523	-54.7898805255	60.4
-33.7985342052	-54.7898805255	60.4
-33.426615858	-54.7898805255	60.4
-33.0546975108	-54.7898805255	64.0
-32.6827791637	-54.7898805255	67.8
-32.3108608165	-54.7898805255	76.1
-31.9389424693	-54.7898805255	80.6
-31.5670241222	-54.7898805255	90.5
-31.195105775	-54.7898805255	101.6
-30.8231874279	-54.7898805255	107.6
-30.4512690807	-54.7898805255	107.6
-30.0793507335	-54.7898805255	114.0
-29.7074323864	-54.7898805255	107.6
-90.3301229738	-54.57438637	16.0
-89.9582046266	-54.57438637	16.0
-89.5862862795	-54.57438637	16.0
-89.2143679323	-54.57438637	16.0
-88.8424495851	-54.57438637	16.0
-88.470531238	-54.57438637	16.0
-88.0986128908	-54.57438637	25.4
-87.7266945437	-54.57438637	24.0
-87.3547761965	-54.57438637	57.0
-86.9828578493	-54.57438637	60.4
-86.6109395022	-54.57438637	60.4
-86.239021155	-54.57438637	57.0
-85.8671028078	-54.57438637	53.8
-85.4951844607	-54.57438637	50.8
-85.1232661135	-54.57438637	24.0
-84.7513477664	-54.57438637	24.0
-84.3794294192	-54.57438637	24.0
-84.007511072	-54.57438637	24.0
-83.6355927249	-54.57438637	24.0
-83.2636743777	-54.57438637	24.0
-82.8917560305	-54.57438637	24.0
-82.5198376834	-54.57438637	24.0
-82.1479193362	-54.57438637	24.0
-81.7760009891	-54.57438637	24.0
-81.4040826419	-54.57438637	24.0
-81.0321642947	-54.57438637	24.0
-80.6602459476	-54.57438637	24.0
-80.2883276004	-54.57438637	24.0
-79.9164092532	-54.57438637	24.0
-79.5444909061	-54.57438637	53.8
-79.1725725589	-54.57438637	57.0
-78.8006542118	-54.57438637	53.8
-78.4287358646	-54.57438637	42.7
-78.0568175174	-54.57438637	25.4
-77.6848991703	-54.57438637	25.4
-77.3129808231	-54.57438637	30.2
-76.941062476	-54.57438637	32.0
