-61.6 -10 -163.663 -35.9486 -6.7368 0.187681
-61.4 -10 -166.333 -35.9702 -6.86046 0.192687
-61.2 -10 -170.728 -35.9919 -6.99201 0.187133
-61 -10 -174.324 -36.0135 -7.12102 0.174263
-60.8 -10 -175.196 -36.0352 -6.87904 0.162758
-60.6 -10 -176.133 -36.0569 -6.40436 0.160274
-60.4 -10 -177.07 -36.0891 -5.93061 0.168632
-60.2 -10 -162.054 -36.3358 -5.30628 0.182682
-60 -10 NaN NaN NaN 0.193474
-80 -10.2 NaN NaN NaN -4.99328
-79.8 -10.2 -10.2212 -10.2212 -9.51671 -4.06055
-79.6 -10.2 -12.8893 -12.8893 -9.50133 -2.94281
-79.4 -10.2 -16.6898 -16.6898 -11.7983 -1.91479
-79.2 -10.2 -22.7671 -22.7671 -10.0447 -1.12044
-79 -10.2 -28.7548 -28.7546 -6.25012 -0.581818
-78.8 -10.2 -34.8174 -27.8484 -5.58716 -0.281085
-78.6 -10.2 -42.517 -20.3014 -5.58103 -0.177484
-78.4 -10.2 -50.3233 -17.2164 -3.99164 -0.151732
-78.2 -10.2 -58.1643 -15.6946 -2.08912 0.00538093
-78 -10.2 -66.0055 -16.4657 -1.83966 0.487817
-77.8 -10.2 -73.8956 -17.4759 -3.31737 1.33018
-77.6 -10.2 -83.2182 -22.9927 -4.21915 2.36564
-77.4 -10.2 -92.627 -29.913 -8.65307 3.32749
-77.2 -10.2 -102.028 -45.5678 -15.538 3.99877
-77 -10.2 -109.953 -60.691 -24.5837 4.298
-76.8 -10.2 -103.37 -65.8582 -19.3753 4.27978
-76.6 -10.2 -103.734 -63.7007 -14.3859 4.08639
-76.4 -10.2 -104.306 -61.3013 -7.87556 3.8648
-76.2 -10.2 -104.573 -56.477 -12.8312 3.66361
-76 -10.2 -105.315 -53.3274 -12.0184 3.38649
-75.8 -10.2 -106.226 -50.1007 -22.8903 2.8816
-75.6 -10.2 -107.137 -44.797 -22.5444 2.11696
-75.4 -10.2 -108.077 -40.1799 -1.12436 1.27141
-75.2 -10.2 -109.041 -38.8359 -1.26726 0.634237
-75 -10.2 -110.988 -37.9657 -3.46518 0.395208
-74.8 -10.2 -113.475 -37.074 -5.55779 0.508554
-74.6 -10.2 -116.021 -36.1064 -6.98235 0.73829
-74.4 -10.2 -118.568 -35.134 -8.43857 0.838661
-74.2 -10.2 -121.116 -34.8544 -7.42025 0.723672
-74 -10.2 -123.664 -34.8092 -7.88711 0.494816
-73.8 -10.2 -126.202 -34.7635 -8.42879 0.316905
-73.6 -10.2 -130.292 -34.7252 -7.32823 0.26786
-73.4 -10.2 -134.497 -34.7665 -5.94842 0.30268
-73.2 -10.2 -135.762 -34.8627 -5.32549 0.338974
-73 -10.2 -136.636 -34.9551 -3.35738 0.345695
-72.8 -10.2 -137.511 -34.9577 -6.13037 0.3449
-72.6 -10.2 -138.4 -34.9029 -8.0916 0.35839
-72.4 -10.2 -138.868 -34.859 -8.43712 0.379655
-72.2 -10.2 -139.095 -34.8151 -7.66825 0.390798
-72 -10.2 -139.327 -34.7712 -6.80205 0.385036
-71.8 -10.2 -140.317 -34.7273 -6.27146 0.367959
-71.6 -10.2 -142.093 -34.6671 -6.95125 0.347721
-71.4 -10.2 -142.526 -34.4763 -6.74168 0.329598
-71.2 -10.2 -142.9 -34.3258 -6.02727 0.315524
-71 -10.2 -143.274 -34.323 -5.67066 0.304783
-70.8 -10.2 -143.648 -34.318 -6.13928 0.29565
-70.6 -10.2 -144.021 -34.3131 -5.22513 0.287199
-70.4 -10.2 -144.395 -34.3081 -4.2544 0.279268
-70.2 -10.2 -144.759 -34.302 -3.38046 0.271448
-70 -10.2 -144.932 -34.4648 -3.78808 0.263355
-69.8 -10.2 -144.17 -34.6945 -4.32637 0.255642
-69.6 -10.2 -143.405 -34.8435 -11.4806 0.249686
-69.4 -10.2 -142.641 -34.8704 -11.8284 0.246077
-69.2 -10.2 -141.876 -34.9111 -9.90596 0.243708
-69 -10.2 -141.112 -35.0484 -8.72147 0.240261
-68.8 -10.2 -140.347 -35.1864 -7.87419 0.233539
-68.6 -10.2 -139.582 -35.3245 -7.26089 0.222871
-68.4 -10.2 -138.818 -35.4625 -6.20279 0.209813
-68.2 -10.2 -138.053 -35.6009 -5.07509 0.197451
-68 -10.2 -137.215 -35.7401 -5.6498 0.188417
-67.8 -10.2 -135.404 -35.8714 -5.83887 0.183105
-67.6 -10.2 -134.213 -35.9957 -5.9853 0.179768
-67.4 -10.2 -133.516 -36.0926 -7.01792 0.176442
-67.2 -10.2 -133.351 -36.1907 -5.38996 0.172621
-67 -10.2 -133.187 -36.2901 -2.97292 0.168949
-66.8 -10.2 -133.023 -36.3896 -2.37096 0.16584
-66.6 -10.2 -132.86 -36.4885 -3.67628 0.162996
-66.4 -10.2 -132.383 -36.573 -2.54979 0.159993
-66.2 -10.2 -131.893 -36.6555 -1.97822 0.156571
-66 -10.2 -131.404 -36.5448 -1.40665 0.1524
-65.8 -10.2 -130.915 -36.3441 -0.83051 0.147517
-65.6 -10.2 -129.656 -36.1433 -0.850589 0.143471
-65.4 -10.2 -128.59 -35.9426 -1.63811 0.143301
-65.2 -10.2 -128.425 -35.7418 -2.93999 0.149296
-65 -10.2 -130.058 -35.5411 -4.22169 0.160264
-64.8 -10.2 -131.962 -35.3403 -3.7563 0.171433
-64.6 -10.2 -133.866 -35.1396 -2.38587 0.17798
-64.4 -10.2 -135.785 -34.9389 -3.30473 0.179245
-64.2 -10.2 -137.583 -34.7381 -2.48279 0.179126
-64 -10.2 -139.059 -34.5371 -1.76678 0.181545
-63.8 -10.2 -140.448 -34.3341 -0.932255 0.18572
-63.6 -10.2 -142.3 -34.3665 -0.274313 0.18706
-63.4 -10.2 -143.9 -34.7112 -7.98232 0.183163
-63.2 -10.2 -145.48 -35.0542 -7.34785 0.177632
-63 -10.2 -147.059 -35.3972 -4.36295 0.176299
-62.8 -10.2 -149.105 -35.7408 -6.43827 0.179957
-62.6 -10.2 -151.985 -35.8537 -6.41438 0.182983
-62.4 -10.2 -154.863 -35.8572 -5.26877 0.180598
-62.2 -10.2 -157.739 -35.8607 -3.27463 0.176132
-62 -10.2 -160.683 -35.8638 -4.68421 0.178365
-61.8 -10.2 -162.96 -35.8821 -6.03089 0.190916
-61.6 -10.2 -164.762 -35.9037 -6.67064 0.206212
-61.4 -10.2 -167.998 -35.9254 -6.79472 0.211738
-61.2 -10.2 -168.91 -35.9471 -6.91469 0.20192
-61 -10.2 -169.847 -35.9687 -7.03822 0.183138
-60.8 -10.2 -170.784 -35.9904 -6.82811 0.168147
-60.6 -10.2 -171.721 -36.012 -6.38537 0.1667
-60.4 -10.2 -172.654 -36.0869 -5.90409 0.179955
-60.2 -10.2 -161.419 -36.3351 -5.27493 0.200811
-60 -10.2 NaN NaN NaN 0.218961
-80 -10.4 NaN NaN NaN -5.36271
-79.8 -10.4 -8.42861 -8.42861 -8.4467 -4.71825
-79.6 -10.4 -11.2057 -11.2057 -9.19752 -3.72733
-79.4 -10.4 -13.9144 -13.9144 -11.9472 -2.64902
-79.2 -10.4 -19.5343 -19.5343 -10.1399 -1.70442
-79 -10.4 -25.4101 -25.4101 -8.59281 -0.997861
-78.8 -10.4 -30.5272 -30.4919 -6.62255 -0.543761
-78.6 -10.4 -37.7802 -23.5172 -6.43874 -0.310953
-78.4 -10.4 -45.4814 -18.2865 -4.89951 -0.218489
-78.2 -10.4 -53.18 -16.489 -3.27151 -0.115285
-78 -10.4 -60.9908 -16.2699 -1.81424 0.184096
-77.8 -10.4 -69.4731 -17.2134 -2.96429 0.800614
-77.6 -10.4 -78.6505 -19.0766 -3.4697 1.70465
-77.4 -10.4 -87.1775 -24.1393 -4.05602 2.71686
-77.2 -10.4 -95.7257 -35.0457 -10.5821 3.59536
-77 -10.4 -104.477 -53.9935 -20.5592 4.15218
-76.8 -10.4 -103.471 -58.5503 -22.1349 4.34126
-76.6 -10.4 -101.804 -65.0324 -17.1431 4.27157
-76.4 -10.4 -102.391 -65.3259 -10.3396 4.11641
-76.2 -10.4 -102.698 -61.1883 -10.7627 3.96195
-76 -10.4 -102.947 -58.1056 -16.8902 3.7273
-75.8 -10.4 -103.843 -56.2478 -28.9551 3.25606
-75.6 -10.4 -104.754 -51.2842 -32.6647 2.50667
-75.4 -10.4 -105.665 -45.988 -4.11976 1.64897
-75.2 -10.4 -106.609 -39.9042 -1.11409 0.966464
-75 -10.4 -108.807 -38.482 -2.97571 0.657667
-74.8 -10.4 -111.406 -37.5113 -6.06975 0.705825
-74.6 -10.4 -113.952 -36.5406 -7.07473 0.904553
-74.4 -10.4 -116.5 -35.564 -8.52294 1.00708
-74.2 -10.4 -119.048 -35.3648 -7.09214 0.89291
-74 -10.4 -121.596 -35.3196 -6.38593 0.631053
-73.8 -10.4 -124.244 -35.2744 -7.33971 0.390015
-73.6 -10.4 -128.419 -35.2292 -7.31664 0.280894
-73.4 -10.4 -132.604 -35.184 -6.18058 0.285734
-73.2 -10.4 -136.384 -35.1388 -5.4981 0.321901
-73 -10.4 -137.236 -35.0908 -3.04625 0.34172
-72.8 -10.4 -137.542 -34.9784 -4.18742 0.354415
-72.6 -10.4 -137.774 -34.9335 -7.7686 0.377973
-72.4 -10.4 -138.006 -34.8896 -9.04819 0.404555
-72.2 -10.4 -138.238 -34.8457 -9.18337 0.414653
-72 -10.4 -138.765 -34.8018 -8.40831 0.402955
-71.8 -10.4 -140.601 -34.7579 -7.45581 0.380207
-71.6 -10.4 -142.387 -34.6519 -8.12566 0.358573
-71.4 -10.4 -142.856 -34.475 -7.5941 0.342637
-71.2 -10.4 -143.23 -34.4703 -6.8797 0.330998
-71 -10.4 -143.604 -34.4654 -6.16573 0.320906
-70.8 -10.4 -143.978 -34.4604 -5.83635 0.31089
-70.6 -10.4 -144.351 -34.4555 -5.01253 0.300965
-70.4 -10.4 -144.723 -34.4505 -4.39219 0.291539
-70.2 -10.4 -145.498 -34.4455 -3.76552 0.282676
-70 -10.4 -146.45 -34.5148 -3.64829 0.274597
-69.8 -10.4 -145.841 -34.7453 -4.25107 0.26815
-69.6 -10.4 -145.077 -34.8588 -4.42922 0.264018
-69.4 -10.4 -144.312 -34.8857 -10.1336 0.261446
-69.2 -10.4 -143.548 -34.9125 -8.06521 0.258161
-69 -10.4 -142.783 -34.9392 -8.47678 0.251734
-68.8 -10.4 -142.018 -35.033 -5.72434 0.24123
-68.6 -10.4 -141.255 -35.1711 -5.1092 0.227846
-68.4 -10.4 -140.266 -35.3092 -4.68354 0.214223
-68.2 -10.4 -138.336 -35.4472 -4.71154 0.20296
-68 -10.4 -136.425 -35.5852 -4.72475 0.195257
-67.8 -10.4 -135.089 -35.7232 -4.87308 0.190402
-67.6 -10.4 -134.281 -35.8612 -5.02137 0.186556
-67.4 -10.4 -133.472 -35.9992 -7.03377 0.182374
-67.2 -10.4 -132.992 -36.1373 -7.19059 0.177978
-67 -10.4 -132.828 -36.2753 -4.93297 0.174196
-66.8 -10.4 -132.664 -36.4133 -2.51175 0.171171
-66.6 -10.4 -132.256 -36.552 -2.68276 0.168225
-66.4 -10.4 -131.766 -36.6921 -1.84145 0.164808
-66.2 -10.4 -131.22 -36.7637 -1.30751 0.160864
-66 -10.4 -129.861 -36.5634 -1.40585 0.156377
-65.8 -10.4 -128.53 -36.3754 -1.48426 0.15161
-65.6 -10.4 -127.219 -36.1873 -1.56144 0.148208
-65.4 -10.4 -126.789 -35.9992 -2.2044 0.149249
-65.2 -10.4 -126.404 -35.8105 -3.51589 0.157091
-65 -10.4 -127.38 -35.6217 -4.81276 0.170782
-64.8 -10.4 -128.985 -35.433 -4.7575 0.186054
-64.6 -10.4 -130.89 -35.2442 -2.81614 0.198715
-64.4 -10.4 -132.794 -35.0554 -2.00167 0.208361
-64.2 -10.4 -134.698 -34.8667 -1.26425 0.217984
-64 -10.4 -136.602 -34.6779 -0.615621 0.228964
-63.8 -10.4 -138.544 -34.4891 -1.16944 0.237146
-63.6 -10.4 -141.119 -34.4612 -1.67551 0.235914
-63.4 -10.4 -142.706 -34.6263 -6.91511 0.224077
-63.2 -10.4 -144.286 -34.8351 -6.30144 0.209102
-63 -10.4 -145.866 -35.1752 -5.93937 0.200345
-62.8 -10.4 -147.943 -35.5182 -5.06053 0.199254
-62.6 -10.4 -150.821 -35.7913 -5.26943 0.198517
-62.4 -10.4 -153.699 -35.7921 -4.46735 0.192104
-62.2 -10.4 -156.577 -35.7955 -3.06431 0.184217
-62 -10.4 -159.464 -35.8156 -4.10093 0.18538
-61.8 -10.4 -161.497 -35.8372 -5.4284 0.199371
-61.6 -10.4 -162.587 -35.8589 -6.47514 0.216606
-61.4 -10.4 -163.564 -35.8806 -6.7086 0.222348
-61.2 -10.4 -164.498 -35.9022 -6.82865 0.210696
-61 -10.4 -165.435 -35.9239 -6.91461 0.189687
-60.8 -10.4 -166.372 -35.9455 -6.66868 0.174168
-60.6 -10.4 -167.309 -35.9672 -6.36645 0.175074
-60.4 -10.4 -168.255 -36.0862 -5.87317 0.193531
-60.2 -10.4 -160.785 -36.3343 -5.24358 0.221503
-60 -10.4 NaN NaN NaN 0.24753
-80 -10.6 NaN NaN NaN -5.52198
-79.8 -10.6 -6.7486 -6.7486 -6.75061 -5.19698
-79.6 -10.6 -9.5471 -9.5471 -8.04195 -4.43441
-79.4 -10.6 -12.2379 -12.2379 -10.4276 -3.41963
-79.2 -10.6 -16.3015 -16.3015 -10.613 -2.40545
-79 -10.6 -22.0674 -22.0674 -10.1622 -1.56972
-78.8 -10.6 -27.1834 -27.1834 -8.23111 -0.969033
-78.6 -10.6 -33.0376 -27.9294 -7.29518 -0.584692
-78.4 -10.6 -40.7439 -19.9459 -5.80731 -0.369537
-78.2 -10.6 -48.4527 -17.3981 -4.18263 -0.238318
-78 -10.6 -55.901 -15.8776 -2.47424 -0.0446787
-77.8 -10.6 -63.6694 -16.2875 -2.38682 0.379861
-77.6 -10.6 -72.2191 -16.953 -3.08064 1.12431
-77.4 -10.6 -80.7689 -21.524 -3.78976 2.11617
-77.2 -10.6 -89.359 -27.0626 -5.61554 3.13552
-77 -10.6 -98.1985 -45.1131 -13.1882 3.92801
-76.8 -10.6 -104.61 -51.7204 -21.5086 4.34954
-76.6 -10.6 -101.226 -64.8721 -19.9054 4.44175
-76.4 -10.6 -100.468 -65.7317 -15.6108 4.36586
-76.2 -10.6 -100.816 -65.9244 -9.69331 4.23472
-76 -10.6 -101.009 -62.8838 -16.4659 4.00225
-75.8 -10.6 -101.462 -60.9019 -29.2759 3.53546
-75.6 -10.6 -102.426 -56.4424 -35.8122 2.79951
-75.4 -10.6 -103.399 -49.6045 -7.56903 1.9545
-75.2 -10.6 -104.371 -42.7832 -3.27819 1.2636
-75 -10.6 -105.457 -39.3335 -3.72154 0.911951
-74.8 -10.6 -108.405 -37.9457 -6.74136 0.895864
-74.6 -10.6 -111.391 -36.9749 -7.24007 1.04417
-74.4 -10.6 -114.346 -35.9939 -8.6073 1.13435
-74.2 -10.6 -116.981 -35.8753 -7.3265 1.03147
-74 -10.6 -119.528 -35.8301 -5.35216 0.765006
-73.8 -10.6 -122.363 -35.7849 -5.81608 0.481633
-73.6 -10.6 -126.545 -35.7397 -6.23392 0.310996
-73.4 -10.6 -130.717 -35.6742 -6.35886 0.271936
-73.2 -10.6 -134.842 -35.5474 -5.68474 0.299336
-73 -10.6 -136.453 -35.3945 -4.74988 0.333299
-72.8 -10.6 -136.685 -35.1912 -3.67561 0.36157
-72.6 -10.6 -136.917 -35.0434 -7.44645 0.392265
-72.4 -10.6 -137.149 -34.9164 -8.60251 0.419891
-72.2 -10.6 -137.388 -34.8764 -9.25192 0.429117
-72 -10.6 -139.063 -34.8325 -9.82879 0.416206
-71.8 -10.6 -140.885 -34.7891 -9.11366 0.393414
-71.6 -10.6 -142.681 -34.64 -9.18269 0.374947
-71.4 -10.6 -143.186 -34.6177 -8.44652 0.364899
-71.2 -10.6 -143.56 -34.6127 -7.74091 0.358186
-71 -10.6 -143.934 -34.6078 -6.62111 0.348836
-70.8 -10.6 -144.308 -34.6028 -5.99071 0.335559
-70.6 -10.6 -144.681 -34.5979 -5.43272 0.320866
-70.4 -10.6 -145.385 -34.5929 -4.81001 0.307373
-70.2 -10.6 -146.35 -34.5879 -4.18619 0.296186
-70 -10.6 -147.316 -34.5849 -3.78641 0.287705
-69.8 -10.6 -147.512 -34.7976 -4.05381 0.282047
-69.6 -10.6 -146.748 -34.8741 -4.38394 0.278268
-69.4 -10.6 -145.984 -34.901 -4.52313 0.274162
-69.2 -10.6 -145.219 -34.9278 -6.22062 0.267453
-69 -10.6 -144.466 -34.9547 -6.49575 0.257203
-68.8 -10.6 -143.202 -34.9816 -4.38562 0.244261
-68.6 -10.6 -141.27 -35.0183 -4.48751 0.230663
-68.4 -10.6 -139.359 -35.1558 -4.95155 0.218497
-68.2 -10.6 -137.448 -35.2938 -5.54555 0.208958
-68 -10.6 -135.964 -35.4319 -3.88629 0.202084
-67.8 -10.6 -135.157 -35.5699 -3.90585 0.197043
-67.6 -10.6 -134.348 -35.7079 -4.05569 0.192655
-67.4 -10.6 -133.54 -35.8459 -5.1787 0.188076
-67.2 -10.6 -132.726 -35.9839 -8.95329 0.183211
-67 -10.6 -132.469 -36.122 -6.87864 0.178319
-66.8 -10.6 -132.128 -36.26 -4.46954 0.173358
-66.6 -10.6 -131.415 -36.398 -1.98987 0.16815
-66.4 -10.6 -130.066 -36.536 -1.96037 0.162971
-66.2 -10.6 -128.735 -36.6551 -2.03879 0.158311
-66 -10.6 -127.404 -36.7447 -2.11721 0.154117
-65.8 -10.6 -126.071 -36.5642 -2.19562 0.150227
-65.6 -10.6 -125.363 -36.3754 -2.27254 0.14789
-65.4 -10.6 -124.986 -36.1866 -2.9147 0.15001
-65.2 -10.6 -124.609 -35.9979 -4.08651 0.158955
-65 -10.6 -124.93 -35.8091 -5.39353 0.174115
-64.8 -10.6 -126.313 -35.6203 -5.76595 0.192413
-64.6 -10.6 -127.914 -35.4316 -3.8177 0.2119
-64.4 -10.6 -129.817 -35.2428 -1.81072 0.234265
-64.2 -10.6 -131.721 -35.054 -1.77131 0.261939
-64 -10.6 -133.626 -34.8653 -2.25623 0.291417
-63.8 -10.6 -135.622 -34.6765 -2.74203 0.311066
-63.6 -10.6 -138.311 -34.6886 -3.25103 0.309133
-63.4 -10.6 -140.996 -34.8537 -5.86029 0.285729
-63.2 -10.6 -143.095 -35.0187 -6.4668 0.255129
-63 -10.6 -144.672 -35.1838 -5.08147 0.23358
-62.8 -10.6 -146.78 -35.349 -3.87662 0.224751
-62.6 -10.6 -149.658 -35.6406 -4.12447 0.219106
-62.4 -10.6 -152.575 -35.728 -3.30953 0.207898
-62.2 -10.6 -154.356 -35.7491 -2.86781 0.195032
-62 -10.6 -155.305 -35.7708 -3.36768 0.192417
-61.8 -10.6 -156.283 -35.7924 -4.64408 0.204536
-61.6 -10.6 -156.588 -35.8141 -4.56447 0.221146
-61.4 -10.6 -157.95 -35.8357 -6.63458 0.226751
-61.2 -10.6 -159.346 -35.8574 -6.74261 0.215483
-61 -10.6 -160.759 -35.879 -6.7621 0.195583
-60.8 -10.6 -161.981 -35.9007 -6.5113 0.181642
-60.6 -10.6 -162.897 -35.9223 -6.26113 0.184515
-60.4 -10.6 -164.039 -36.0854 -5.84225 0.206028
-60.2 -10.6 -160.11 -36.3336 NaN 0.238719
-60 -10.6 NaN NaN NaN 0.270336
-80 -10.8 NaN NaN NaN -5.52698
-79.8 -10.8 -6.44819 -6.44819 -6.44819 -5.49453
-79.6 -10.8 -7.88849 -7.88849 -7.77331 -5.0109
-79.4 -10.8 -10.5778 -10.5778 -9.74778 -4.14925
-79.2 -10.8 -13.1849 -13.1849 -10.8053 -3.14045
-79 -10.8 -18.7285 -18.7285 -9.63703 -2.2128
-78.8 -10.8 -23.8444 -23.8444 -10.0134 -1.4767
-78.6 -10.8 -28.9548 -29.0074 -8.38684 -0.93918
-78.4 -10.8 -35.6047 -24.2618 -6.54716 -0.578376
-78.2 -10.8 -42.9541 -18.1051 -4.77235 -0.360298
-78 -10.8 -50.3051 -16.5039 -3.0448 -0.190459
-77.8 -10.8 -57.3213 -15.0396 -1.67673 0.0999525
-77.6 -10.8 -65.8106 -15.5443 -2.04244 0.671492
-77.4 -10.8 -74.3603 -18.8849 -3.84934 1.55563
-77.2 -10.8 -83.0809 -23.7969 -4.59328 2.60387
-77 -10.8 -91.916 -34.4596 -7.48196 3.55853
-76.8 -10.8 -100.857 -44.6889 -15.5324 4.20415
-76.6 -10.8 -100.839 -55.8314 -21.8479 4.49084
-76.4 -10.8 -99.3875 -66.2513 -18.3194 4.52261
-76.2 -10.8 -98.8164 -67.2814 -9.20886 4.41371
-76 -10.8 -98.5606 -65.4743 -13.0616 4.16137
-75.8 -10.8 -98.941 -61.8319 -18.635 3.68111
-75.6 -10.8 -100.079 -57.8816 -29.9335 2.96294
-75.4 -10.8 -101.162 -52.5123 -9.52283 2.15772
-75.2 -10.8 -102.134 -45.6851 -7.10795 1.49275
-75 -10.8 -103.107 -40.9103 -4.99408 1.11695
-74.8 -10.8 -105.038 -38.9882 -7.41301 1.02525
-74.6 -10.8 -108.024 -37.4082 -7.91691 1.09163
-74.4 -10.8 -111.01 -36.4514 -8.69017 1.14981
-74.2 -10.8 -113.996 -36.3857 -7.56086 1.07701
-74 -10.8 -116.983 -36.3404 -5.60212 0.856757
-73.8 -10.8 -120.453 -36.2478 -4.45473 0.57946
-73.6 -10.8 -124.581 -36.121 -6.09006 0.365053
-73.4 -10.8 -128.709 -35.9942 -6.65917 0.271812
-73.2 -10.8 -132.785 -35.8673 -6.1406 0.274883
-73 -10.8 -135.099 -35.6537 -5.77118 0.317262
-72.8 -10.8 -135.829 -35.4318 -4.69226 0.362434
-72.6 -10.8 -136.06 -35.2845 -7.1174 0.400882
-72.4 -10.8 -136.291 -35.1368 -8.15672 0.429397
-72.2 -10.8 -137.526 -34.989 -8.80612 0.441428
-72 -10.8 -139.347 -34.8633 -9.45553 0.434896
-71.8 -10.8 -141.168 -34.8133 -10.1074 0.418516
-71.6 -10.8 -142.975 -34.765 -9.98791 0.40493
-71.4 -10.8 -143.516 -34.7601 -8.74728 0.398826
-71.2 -10.8 -143.89 -34.7551 -7.49581 0.394306
